image_id,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness
10001.jpg,6.1,4.21,6.16,6.07,7.24,6.68
10002.jpg,6.12,5.26,6.08,5.61,7.08,5.94
10003.jpg,4.06,3.92,4.94,4.66,2.63,3.28
10004.jpg,3.47,6.22,5.75,5.74,3.97,2.08
10005.jpg,2.18,4.79,4.68,4.08,5.04,0.91
10006.jpg,5.18,4.15,5.17,4.51,5.04,4.5
10007.jpg,8.45,7.82,8.55,8.42,8.57,8.16
10008.jpg,6.17,4.08,6.3,4.66,5.87,6.03
10009.jpg,5.98,6.2,6.43,6.1,6.16,5.68
10010.jpg,3.32,5.36,5.11,4.5,3.9,1.86
10011.jpg,7.43,7.55,7.75,7.88,7.21,6.38
10012.jpg,6.86,5.45,6.2,5.88,6.62,7.53
10013.jpg,8.13,7.74,7.98,8.04,8.43,7.92
10014.jpg,8.33,7.87,8.28,8.32,8.18,8.52
10015.jpg,6.24,4.82,6.07,6.18,6.28,6.81
10016.jpg,6.91,5.98,7.41,7.19,7.23,7.34
10017.jpg,4.96,4.13,4.75,4.34,5.66,4.84
10018.jpg,7.71,7.37,7.74,7.89,7.88,8.35
10019.jpg,2.91,5.92,5.57,5.38,3.4,1.02
10020.jpg,8.76,8.63,8.83,8.82,8.68,8.67
10021.jpg,4.08,5.75,5.98,5.87,6.15,1.63
10022.jpg,6.92,5.95,7.18,7.38,6.93,7.17
10023.jpg,4.52,4.76,5.28,5.28,4.52,3.66
10024.jpg,2.54,6.45,6.03,4.57,5.23,0.65
10025.jpg,2.7,6.28,6.52,5.52,5.31,0.87
10026.jpg,2.76,6.22,5.72,4.83,5.05,0.9
10027.jpg,2.08,1.88,2.51,2.35,2.9,0.97
10028.jpg,7.79,7.48,7.75,7.72,8.02,8.04
10029.jpg,7.93,7.9,8.1,8.2,8.32,7.82
10030.jpg,3.25,6.22,5.59,5.12,5.06,1.27
10031.jpg,5.03,3.01,3.55,4.24,6.97,6.11
10032.jpg,0.48,0.74,0.92,0.78,1.18,0.6
10033.jpg,2.2,4.51,4.36,3.89,3.63,0.92
10034.jpg,8.98,8.68,8.72,8.68,8.87,8.7
10035.jpg,8.83,8.84,8.98,8.79,9.01,8.82
10036.jpg,8.56,7.29,8.75,8.3,8.72,8.93
10037.jpg,3.99,5.21,5.62,5.27,4.62,1.99
10038.jpg,3.09,5.5,5.51,4.99,5.22,1.26
10039.jpg,3.13,4.92,5.39,4.88,4.91,1.22
10040.jpg,3.08,4.94,4.95,4.48,4.52,1.13
10041.jpg,7.37,7.67,8.15,7.63,7.51,8.07
10042.jpg,7.69,7.27,7.58,7.98,7.71,7.55
10043.jpg,2.45,2.33,2.08,2.06,3.41,1.72
10044.jpg,3.34,7.06,6.77,6.02,5.5,1.16
10045.jpg,4.4,3.39,4.62,4.3,5.4,3.91
10046.jpg,2.69,4.2,3.52,3.44,3.18,1.35
10047.jpg,5.52,3.56,5.54,4.89,7.08,6.74
10048.jpg,3.38,4.64,4.42,4.65,5.45,1.71
10049.jpg,2.05,2.29,3.1,3.02,2.36,1.32
10050.jpg,2.6,5.12,4.93,4.46,5.01,1.07
10051.jpg,7.68,6.92,7.84,7.69,8.32,8.44
10052.jpg,8.72,8.1,8.64,8.65,8.78,8.92
10053.jpg,6.94,5.92,6.63,6.99,7.28,7.95
10054.jpg,5.85,7.06,6.85,7.46,5.38,5.39
10055.jpg,4.15,4.68,5.13,5.22,4.84,2.33
10056.jpg,7.32,7.52,7.98,7.45,7.3,7.03
10057.jpg,7.53,7.91,8.03,7.82,8.07,7.48
10058.jpg,2.62,4.8,4.41,3.65,4.12,0.88
10059.jpg,2.75,5.52,4.81,4.27,4.49,1.49
10060.jpg,3.68,6.2,6.0,5.22,4.68,1.73
10061.jpg,3.12,5.67,5.93,4.89,4.5,1.26
10062.jpg,2.61,5.21,5.77,5.08,4.61,1.06
10063.jpg,3.22,6.17,6.36,5.63,4.63,1.61
10064.jpg,8.55,8.22,8.58,8.5,8.92,8.62
10065.jpg,7.85,7.08,8.08,7.91,8.74,8.74
10066.jpg,6.29,4.73,6.7,6.2,7.48,7.45
10067.jpg,6.9,6.64,7.6,7.11,8.19,7.57
10068.jpg,7.62,7.3,7.5,7.28,7.68,7.68
10069.jpg,3.41,7.21,6.05,5.69,5.37,1.37
10070.jpg,8.54,8.87,8.62,8.86,8.84,8.59
10071.jpg,2.56,7.38,6.88,5.9,5.85,1.13
10072.jpg,5.7,4.12,5.72,4.89,6.44,6.15
10073.jpg,3.21,6.05,6.42,5.72,5.89,1.57
10074.jpg,2.4,5.67,6.16,5.32,5.56,1.2
10075.jpg,1.41,4.97,4.81,3.21,3.52,0.35
10076.jpg,5.09,5.97,6.69,6.44,6.22,5.13
10077.jpg,5.1,5.54,5.14,5.27,5.38,5.11
10078.jpg,2.23,6.11,6.61,5.86,6.27,1.37
10079.jpg,5.34,5.14,4.26,5.59,6.63,5.49
10080.jpg,7.27,6.74,7.29,7.27,7.72,7.39
10081.jpg,8.28,7.28,7.31,7.1,7.49,7.69
10082.jpg,4.3,5.86,5.71,5.44,3.39,2.97
10083.jpg,1.61,3.88,4.97,3.64,2.79,0.93
10084.jpg,3.54,5.84,5.86,5.34,2.66,1.51
10085.jpg,6.69,5.1,6.82,6.02,7.19,7.6
10086.jpg,2.71,6.7,6.12,5.78,4.2,1.61
10087.jpg,4.06,5.88,5.78,5.42,3.48,4.09
10088.jpg,3.26,6.6,7.36,6.41,4.11,1.45
10089.jpg,4.88,7.2,7.08,6.81,4.46,3.89
10090.jpg,7.75,7.61,8.09,7.58,7.54,7.33
10091.jpg,6.92,7.44,7.71,7.32,6.91,6.91
10092.jpg,7.31,7.3,7.14,7.15,7.93,7.19
10093.jpg,1.96,4.32,5.14,4.76,2.48,0.99
10094.jpg,4.18,6.66,6.26,6.1,3.6,3.09
10095.jpg,3.79,4.39,6.14,5.16,2.74,2.29
10096.jpg,8.1,7.71,8.04,8.04,8.43,7.87
10097.jpg,4.09,4.65,5.56,5.41,3.5,2.29
10098.jpg,3.37,6.21,6.28,6.12,3.96,1.69
10099.jpg,6.64,6.89,7.5,7.4,5.39,5.86
10100.jpg,5.96,5.51,6.31,5.82,6.08,5.7
10101.jpg,8.46,7.41,8.29,7.22,7.36,8.12
10102.jpg,6.61,7.22,6.78,7.4,5.95,5.77
10103.jpg,2.05,1.9,3.4,2.12,3.91,3.11
10104.jpg,2.66,6.21,5.95,5.71,4.51,0.55
10105.jpg,1.75,6.04,5.85,5.6,3.28,0.43
10106.jpg,6.64,4.56,6.85,5.86,7.32,8.03
10107.jpg,3.95,5.2,6.35,5.86,3.44,2.81
10108.jpg,7.29,6.84,7.35,7.1,5.48,6.21
10109.jpg,3.61,6.0,6.38,6.06,3.89,1.73
10110.jpg,5.45,6.86,7.16,7.01,3.91,3.76
10111.jpg,2.59,4.89,4.29,5.58,3.19,1.39
10112.jpg,4.03,7.11,7.06,6.38,4.35,1.71
10113.jpg,8.74,8.24,8.28,8.32,8.74,8.44
10114.jpg,4.85,7.18,6.95,6.62,3.6,4.27
10115.jpg,4.29,5.54,6.21,6.2,3.26,2.39
10116.jpg,4.94,6.12,5.38,5.78,4.85,3.7
10117.jpg,8.25,7.61,8.87,8.7,9.09,8.14
10118.jpg,8.57,8.03,9.0,8.17,8.93,8.5
10119.jpg,7.94,7.3,7.52,7.21,7.36,7.71
10120.jpg,4.24,6.09,6.15,6.12,4.3,2.1
10121.jpg,6.08,6.42,6.41,6.7,4.91,5.0
10122.jpg,5.05,6.04,6.09,5.42,3.21,4.23
10123.jpg,8.12,8.38,8.51,8.09,8.3,8.16
10124.jpg,6.55,6.3,7.38,7.0,7.2,8.2
10125.jpg,7.26,8.1,7.84,7.16,6.85,7.55
10126.jpg,3.72,1.98,5.04,2.43,6.28,7.1
10127.jpg,2.12,1.58,3.23,2.08,2.6,3.1
10128.jpg,7.81,8.67,7.92,8.02,8.09,8.04
10129.jpg,2.66,1.5,2.93,2.35,4.11,1.97
10130.jpg,5.59,6.68,6.48,6.12,5.0,4.93
10131.jpg,2.74,6.12,5.51,5.79,3.11,1.31
10132.jpg,2.54,6.16,6.1,5.66,3.54,1.1
10133.jpg,3.01,6.52,6.91,6.12,3.9,1.73
10134.jpg,0.65,4.47,3.68,3.6,0.8,0.2
10135.jpg,7.97,6.94,7.74,7.2,7.06,7.21
10136.jpg,5.41,6.69,6.46,6.38,3.85,5.06
10137.jpg,5.82,6.04,7.11,5.79,4.85,6.02
10138.jpg,5.19,4.4,5.5,4.78,5.54,6.39
10139.jpg,3.94,6.26,6.18,5.4,4.21,1.69
10140.jpg,8.04,7.61,7.81,7.71,8.25,7.78
10141.jpg,8.51,8.3,8.51,8.99,7.8,8.8
10142.jpg,5.06,6.54,7.04,7.1,4.53,3.6
10143.jpg,8.59,7.5,8.49,8.44,8.04,7.6
10144.jpg,4.97,4.4,5.75,5.38,3.72,5.33
10145.jpg,7.69,7.59,7.7,8.21,6.94,8.04
10146.jpg,8.32,8.12,8.65,6.97,7.97,8.07
10147.jpg,5.16,6.25,6.25,5.55,3.42,4.93
10148.jpg,6.64,7.26,7.7,7.28,6.46,5.47
10149.jpg,5.74,6.24,6.15,6.88,5.81,4.29
10150.jpg,7.65,8.14,7.71,7.6,7.99,8.48
10151.jpg,3.68,4.09,4.59,4.72,4.25,2.94
10152.jpg,3.48,5.95,6.09,5.94,3.41,1.7
10153.jpg,4.79,4.04,6.11,4.66,5.64,6.16
10154.jpg,4.14,6.09,6.12,6.19,3.91,2.16
10155.jpg,6.69,7.08,7.85,7.51,6.39,7.11
10156.jpg,6.64,7.26,7.21,8.24,6.71,6.5
10157.jpg,7.61,7.91,7.96,7.62,6.6,6.63
10158.jpg,3.08,2.4,3.76,3.12,5.15,4.26
10159.jpg,2.46,1.56,3.21,3.42,5.16,4.26
10160.jpg,5.74,6.54,6.16,6.18,4.99,4.66
10161.jpg,2.34,1.89,2.73,2.36,4.15,2.24
10162.jpg,2.43,5.07,6.08,5.01,3.57,0.95
10163.jpg,6.89,5.43,6.0,6.51,6.63,6.91
10164.jpg,5.81,5.47,6.4,6.27,6.27,4.94
10165.jpg,8.06,7.5,8.35,7.67,8.01,8.19
10166.jpg,1.52,1.93,3.7,2.1,3.14,0.67
10167.jpg,2.69,3.43,6.12,4.17,4.06,0.94
10168.jpg,5.71,5.07,6.12,6.04,4.47,5.49
10169.jpg,1.89,1.04,1.12,1.0,5.34,2.9
10170.jpg,7.56,7.52,7.48,7.13,6.81,7.1
10171.jpg,8.11,6.98,7.98,7.66,7.03,7.93
10172.jpg,1.69,2.77,4.0,4.01,4.03,1.14
10173.jpg,1.64,4.98,5.78,5.41,3.61,0.88
10174.jpg,3.81,4.98,6.45,5.53,3.31,3.81
10175.jpg,7.91,6.28,8.03,7.94,7.86,8.16
10176.jpg,7.91,7.42,7.6,7.93,6.86,8.1
10177.jpg,8.55,6.47,7.93,7.79,8.16,8.01
10178.jpg,5.5,6.85,7.33,7.57,6.76,3.56
10179.jpg,3.94,5.27,5.87,5.36,3.77,1.96
10180.jpg,7.06,4.95,6.57,6.51,6.49,7.46
10181.jpg,2.42,2.08,3.27,2.23,5.1,4.34
10182.jpg,2.54,6.52,5.93,6.21,5.01,1.1
10183.jpg,3.64,2.72,2.75,2.74,5.5,5.13
10184.jpg,5.66,5.63,6.3,5.97,5.87,4.64
10185.jpg,1.51,4.33,5.18,4.96,5.07,0.9
10186.jpg,8.37,7.75,8.25,7.86,7.74,8.5
10187.jpg,7.91,6.6,8.34,7.77,7.44,7.9
10188.jpg,8.59,8.47,8.38,8.64,7.4,8.26
10189.jpg,5.14,2.86,4.37,4.13,6.29,6.27
10190.jpg,5.43,4.13,5.33,5.11,6.99,6.49
10191.jpg,2.43,2.36,2.45,3.23,5.0,4.77
10192.jpg,7.44,6.5,6.82,7.56,7.23,7.16
10193.jpg,6.0,7.22,7.95,7.16,7.6,4.47
10194.jpg,2.1,5.4,5.95,5.73,5.29,0.55
10195.jpg,1.09,1.82,2.92,2.06,2.91,0.73
10196.jpg,2.97,6.2,6.62,5.89,4.87,1.33
10197.jpg,4.87,3.83,4.12,4.5,6.03,6.11
10198.jpg,3.26,4.17,5.65,5.69,6.13,3.11
10199.jpg,7.36,7.63,7.68,8.17,7.13,7.49
10200.jpg,3.39,4.95,6.73,5.74,5.93,2.63
10201.jpg,3.0,6.6,7.37,6.26,6.03,0.93
10202.jpg,5.33,3.8,4.4,4.7,6.07,5.61
10203.jpg,6.14,4.63,6.45,5.93,7.84,6.7
10204.jpg,2.07,1.4,2.25,2.08,4.07,2.06
10205.jpg,1.76,5.92,4.47,5.73,4.83,0.79
10206.jpg,2.31,4.18,4.08,4.57,4.14,0.87
10207.jpg,8.51,7.55,8.53,8.11,8.24,8.56
10208.jpg,1.53,5.97,5.3,5.93,5.57,2.1
10209.jpg,6.14,4.73,4.92,5.31,5.9,6.81
10210.jpg,8.17,7.95,8.1,8.11,8.24,8.39
10211.jpg,5.84,4.45,5.58,5.54,8.14,6.83
10212.jpg,6.27,5.98,7.37,6.84,6.63,6.26
10213.jpg,3.7,6.5,6.9,6.36,5.77,2.44
10214.jpg,3.29,5.03,5.95,4.94,3.87,1.79
10215.jpg,2.65,6.5,6.62,6.86,6.04,0.57
10216.jpg,7.9,7.12,8.2,7.86,8.11,8.26
10217.jpg,6.39,6.08,7.02,6.84,6.01,6.63
10218.jpg,5.67,5.02,5.62,5.16,6.6,5.37
10219.jpg,2.5,5.67,4.92,5.4,4.04,1.04
10220.jpg,2.97,6.47,5.8,6.27,4.33,1.59
10221.jpg,6.63,5.9,6.22,6.21,6.2,6.37
10222.jpg,4.5,6.32,5.8,6.13,6.0,3.14
10223.jpg,2.8,6.17,6.88,6.43,4.77,2.13
10224.jpg,1.11,1.72,2.2,1.92,2.45,0.84
10225.jpg,7.67,7.82,7.28,7.7,7.51,7.5
10226.jpg,7.41,6.63,7.05,7.09,7.77,7.84
10227.jpg,8.01,7.85,7.87,8.0,8.58,8.9
10228.jpg,7.01,7.17,7.27,6.57,7.4,6.63
10229.jpg,7.17,5.65,7.2,7.01,7.96,6.91
10230.jpg,4.8,6.17,6.98,5.93,6.26,3.27
10231.jpg,3.54,6.78,7.3,6.77,5.1,1.99
10232.jpg,6.41,5.95,7.27,6.79,6.79,6.89
10233.jpg,1.96,2.15,2.95,2.37,0.98,2.74
10234.jpg,6.91,6.47,7.38,7.0,5.44,6.84
10235.jpg,4.51,4.27,3.93,4.56,5.7,5.6
10236.jpg,3.73,6.48,6.82,7.04,5.1,1.87
10237.jpg,4.44,7.07,7.23,7.21,6.61,2.8
10238.jpg,4.19,5.02,6.5,6.11,2.29,3.93
10239.jpg,2.66,6.3,5.75,6.16,3.41,2.13
10240.jpg,2.9,2.43,3.55,3.09,4.7,3.66
10241.jpg,3.61,2.85,4.31,4.13,3.58,2.81
10242.jpg,4.61,2.85,4.85,5.03,5.84,5.12
10243.jpg,6.25,5.09,6.26,6.39,6.12,5.85
10244.jpg,2.89,5.72,7.24,5.82,4.39,1.16
10245.jpg,5.09,5.03,5.95,5.61,5.05,5.29
10246.jpg,2.8,2.4,3.31,3.11,4.19,2.78
10247.jpg,6.04,4.04,4.97,5.78,6.69,6.06
10248.jpg,5.66,4.89,6.4,6.15,5.08,4.8
10249.jpg,7.11,7.43,6.49,7.08,6.61,6.94
10250.jpg,3.04,5.68,5.96,5.3,3.38,1.46
10251.jpg,2.35,3.88,3.99,3.89,2.09,2.34
10252.jpg,3.65,5.11,5.41,5.11,3.51,3.41
10253.jpg,5.84,5.79,5.84,6.24,5.3,5.64
10254.jpg,3.74,4.75,5.74,4.89,2.51,2.2
10255.jpg,6.85,5.99,6.98,6.89,7.23,7.12
10256.jpg,4.82,3.38,4.99,5.24,5.55,5.01
10257.jpg,6.48,6.2,7.13,6.39,7.01,7.11
10258.jpg,5.91,4.94,5.55,5.61,6.02,6.16
10259.jpg,7.18,6.65,7.95,7.75,6.6,7.39
10260.jpg,4.21,5.75,5.66,5.16,4.05,3.45
10261.jpg,2.14,0.99,3.14,2.42,4.08,3.96
10262.jpg,2.05,4.9,5.2,4.53,3.84,1.21
10263.jpg,5.06,4.06,5.4,4.45,6.29,5.86
10264.jpg,5.22,3.59,6.02,4.81,4.62,5.28
10265.jpg,2.89,1.66,3.89,3.04,2.3,3.4
10266.jpg,2.58,5.29,5.62,5.64,3.2,1.65
10267.jpg,8.2,7.02,7.94,7.99,7.55,8.01
10268.jpg,5.78,4.18,5.38,4.71,6.74,6.18
10269.jpg,7.78,7.34,7.69,7.42,7.56,8.3
10270.jpg,3.28,6.83,6.14,5.72,3.55,1.74
10271.jpg,7.19,5.99,6.68,6.51,6.72,7.32
10272.jpg,2.71,1.9,4.79,3.7,2.55,2.06
10273.jpg,7.91,8.05,8.1,8.4,7.72,8.63
10274.jpg,2.5,5.29,4.84,5.25,3.13,1.39
10275.jpg,5.81,6.2,7.33,6.52,5.78,5.04
10276.jpg,6.49,5.59,6.95,6.11,6.72,6.62
10277.jpg,2.61,4.75,5.66,5.14,4.11,1.84
10278.jpg,2.45,2.26,3.89,3.91,2.95,2.0
10279.jpg,3.24,6.16,5.08,5.64,4.42,2.05
10280.jpg,3.49,3.15,5.08,4.66,4.03,3.39
10281.jpg,4.2,4.78,5.6,5.15,3.72,4.05
10282.jpg,7.81,7.24,8.41,7.89,8.12,8.22
10283.jpg,6.39,6.51,6.84,6.91,7.12,5.78
10284.jpg,4.44,2.54,5.28,4.59,4.95,4.15
10285.jpg,2.79,4.8,5.5,5.14,4.6,1.74
10286.jpg,6.42,6.21,6.32,6.09,6.15,6.3
10287.jpg,4.62,3.57,5.39,5.64,3.1,4.75
10288.jpg,2.84,5.46,6.18,6.1,4.6,1.44
10289.jpg,7.12,7.26,7.88,7.36,7.05,7.42
10290.jpg,2.62,5.46,5.5,5.29,3.96,1.85
10291.jpg,7.64,7.45,8.26,7.74,7.55,8.31
10292.jpg,3.49,5.05,5.69,5.22,3.6,2.58
10293.jpg,4.71,4.06,5.26,5.3,5.84,5.55
10294.jpg,3.55,1.94,5.19,3.74,4.0,4.5
10295.jpg,3.54,6.29,6.08,5.66,4.06,2.46
10296.jpg,2.76,5.31,5.5,5.63,3.71,1.96
10297.jpg,6.87,6.04,6.76,6.89,6.81,7.09
10298.jpg,5.46,6.86,7.04,6.54,5.37,3.71
10299.jpg,3.33,5.16,6.33,5.71,4.14,2.21
10300.jpg,3.6,4.49,5.99,5.43,4.51,2.36
10301.jpg,2.79,5.33,6.1,5.61,4.53,1.91
10302.jpg,5.27,4.79,7.15,5.89,5.6,5.17
10303.jpg,7.4,7.94,7.67,8.09,7.28,7.37
10304.jpg,4.7,5.49,5.21,5.03,4.69,4.21
10305.jpg,2.44,2.33,3.7,2.4,3.47,2.63
10306.jpg,5.69,4.14,5.76,4.69,6.69,6.91
10307.jpg,5.09,6.59,7.16,7.67,3.64,4.69
10308.jpg,6.66,7.09,7.4,7.66,6.23,6.7
10309.jpg,5.26,5.99,6.19,6.8,5.31,4.54
10310.jpg,7.2,6.31,7.54,7.5,7.67,7.53
10311.jpg,5.56,4.99,5.81,5.26,6.24,6.01
10312.jpg,2.74,5.46,5.66,5.61,3.74,1.54
10313.jpg,4.13,5.13,5.71,5.66,5.21,3.36
10314.jpg,1.51,2.76,3.73,3.24,3.79,1.56
10315.jpg,3.91,5.83,5.73,5.81,4.79,2.66
10316.jpg,7.35,7.58,7.7,7.47,7.62,7.72
10317.jpg,5.79,6.11,6.81,5.9,4.84,5.73
10318.jpg,5.89,5.37,7.27,6.31,6.21,6.4
10319.jpg,2.51,2.0,3.24,2.73,5.11,3.07
10320.jpg,7.8,8.3,8.58,8.15,8.3,8.3
10321.jpg,6.8,5.64,6.76,6.37,5.89,6.6
10322.jpg,2.49,3.29,4.06,3.47,3.33,2.07
10323.jpg,7.71,6.47,7.77,7.3,7.69,7.9
10324.jpg,3.76,4.59,6.1,5.46,4.77,2.73
10325.jpg,8.97,7.46,8.63,7.94,8.31,8.33
10326.jpg,3.89,4.31,4.44,4.21,2.11,3.37
10327.jpg,3.87,5.93,6.13,5.56,4.89,2.23
10328.jpg,4.73,3.63,6.16,5.59,4.4,4.33
10329.jpg,5.09,6.03,6.93,6.66,4.71,4.07
10330.jpg,8.06,7.8,7.96,8.21,7.2,7.89
10331.jpg,3.83,5.54,6.19,5.6,4.79,2.16
10332.jpg,8.3,7.91,9.04,8.24,7.16,7.91
10333.jpg,3.84,6.3,6.41,6.29,3.41,3.11
10334.jpg,7.23,7.21,7.81,7.31,7.16,7.07
10335.jpg,3.83,6.01,6.3,6.31,3.99,2.23
10336.jpg,8.6,8.37,9.16,8.58,8.0,7.67
10337.jpg,1.27,1.6,2.22,2.07,2.2,1.66
10338.jpg,4.9,3.47,5.93,4.89,4.87,4.51
10339.jpg,6.36,5.59,7.07,6.9,6.57,6.77
10340.jpg,4.56,5.74,6.6,5.83,5.0,4.07
10341.jpg,5.84,7.0,7.31,6.69,6.77,5.74
10342.jpg,6.16,5.0,5.86,5.13,6.46,6.39
10343.jpg,6.84,6.36,7.33,6.2,6.44,7.01
10344.jpg,4.16,5.56,6.24,5.91,4.53,3.2
10345.jpg,1.8,5.8,5.91,5.11,4.77,1.5
10346.jpg,5.27,5.3,5.7,5.04,4.44,4.59
10347.jpg,5.94,6.34,6.54,6.44,5.46,5.36
10348.jpg,2.94,6.03,5.77,5.63,3.31,2.37
10349.jpg,6.99,5.27,7.88,6.23,6.91,6.99
10350.jpg,3.53,5.8,6.9,5.99,4.9,3.17
10351.jpg,8.66,8.86,9.13,8.7,8.6,8.86
10352.jpg,6.31,5.49,7.55,6.67,6.04,6.61
10353.jpg,8.6,8.36,8.77,8.33,8.63,8.59
10354.jpg,3.69,6.53,6.31,5.93,4.6,2.57
10355.jpg,8.94,8.26,9.18,8.37,9.24,8.6
10356.jpg,6.51,4.33,6.03,5.19,7.27,7.48
10357.jpg,2.57,3.96,3.43,3.91,4.56,1.28
10358.jpg,1.87,5.79,5.97,5.49,4.14,1.14
10359.jpg,7.03,5.09,6.89,6.06,7.94,7.29
10360.jpg,4.38,5.35,5.17,4.87,5.3,3.05
10361.jpg,7.55,7.25,7.68,7.6,7.0,7.35
10362.jpg,7.45,5.73,7.5,6.52,7.97,7.65
10363.jpg,7.23,7.67,8.48,8.23,7.92,6.4
10364.jpg,2.03,4.53,4.15,4.05,3.28,1.98
10365.jpg,2.9,5.33,5.85,6.0,5.97,2.17
10366.jpg,6.6,5.27,6.48,5.9,6.17,6.9
10367.jpg,2.82,3.33,4.67,3.62,5.2,2.55
10368.jpg,5.05,5.35,5.87,5.88,6.22,3.93
10369.jpg,3.12,4.22,6.17,5.12,5.3,2.58
10370.jpg,5.17,5.68,7.33,6.13,6.73,3.93
10371.jpg,3.72,5.75,6.45,5.65,5.35,3.22
10372.jpg,5.47,4.22,6.17,4.5,6.77,5.6
