image_id,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness
10373.jpg,3.07,5.43,6.6,5.53,4.47,2.08
10374.jpg,7.38,6.15,7.93,6.82,7.25,8.37
10375.jpg,2.57,5.58,5.77,4.97,5.0,1.94
10376.jpg,7.45,7.57,8.02,7.4,7.32,7.92
10377.jpg,7.22,5.98,7.22,6.45,7.3,7.77
10378.jpg,3.04,6.8,6.78,6.33,4.92,1.5
10379.jpg,3.07,6.02,5.78,5.58,5.2,2.33
10380.jpg,7.8,7.47,8.28,8.25,8.5,8.4
10381.jpg,3.68,6.88,7.6,6.97,5.43,3.02
10382.jpg,8.37,8.13,8.38,8.17,8.2,8.25
10383.jpg,6.62,6.13,6.78,6.72,7.75,6.97
10384.jpg,4.58,7.05,7.37,6.83,5.37,3.88
10385.jpg,6.78,6.18,7.17,7.03,7.18,7.52
10386.jpg,8.83,8.6,8.43,9.22,8.88,8.77
10387.jpg,5.97,5.53,6.02,5.7,6.4,5.68
10388.jpg,5.7,6.7,7.45,6.73,6.27,5.88
10389.jpg,1.88,6.25,6.43,6.43,4.68,1.87
10390.jpg,4.15,6.4,6.37,6.25,5.27,3.13
10391.jpg,4.17,6.82,7.43,6.55,6.37,3.35
10392.jpg,4.6,6.4,6.62,5.83,5.3,3.42
10393.jpg,4.0,4.63,6.55,5.2,4.27,2.98
10394.jpg,1.98,6.22,7.0,6.15,4.18,1.43
10395.jpg,2.82,6.38,6.03,5.98,4.53,2.55
10396.jpg,6.23,6.5,7.07,6.23,5.53,6.35
10397.jpg,3.93,6.07,6.23,6.18,4.53,2.88
10398.jpg,4.62,6.05,6.48,6.1,5.1,3.52
10399.jpg,3.5,6.45,6.87,6.1,5.25,2.7
10400.jpg,1.65,3.15,2.6,2.75,4.38,1.56
10401.jpg,4.5,6.7,6.5,6.16,2.86,4.72
10402.jpg,5.03,7.22,7.27,7.0,3.9,4.35
10403.jpg,7.3,5.85,6.32,6.47,5.72,7.75
10404.jpg,3.18,5.83,6.12,5.48,2.38,2.38
10405.jpg,1.27,4.6,4.73,4.27,0.55,1.03
10406.jpg,7.5,8.42,7.68,8.23,7.3,7.75
10407.jpg,0.86,3.7,3.5,1.67,2.95,0.45
10408.jpg,2.43,1.72,1.84,2.14,5.63,5.38
10409.jpg,1.83,5.09,4.1,4.6,2.1,0.55
10410.jpg,7.23,7.37,7.85,7.35,5.33,7.2
10411.jpg,2.23,5.22,4.97,4.07,2.08,0.88
10412.jpg,7.2,6.3,5.87,6.85,6.88,7.8
10413.jpg,1.77,4.52,4.55,4.4,2.65,0.8
10414.jpg,6.33,4.78,6.12,6.35,5.42,7.22
10415.jpg,5.6,4.93,4.48,5.1,3.98,7.78
10416.jpg,1.44,3.32,2.98,3.02,3.02,0.8
10417.jpg,7.28,6.87,6.37,7.13,6.58,7.92
10418.jpg,3.7,6.18,5.3,5.22,2.02,2.0
10419.jpg,4.17,5.42,6.03,4.82,2.97,3.02
10420.jpg,0.9,4.83,4.62,3.13,1.0,0.37
10421.jpg,2.1,2.62,3.32,3.07,1.54,2.4
10422.jpg,7.42,7.13,7.36,7.55,7.07,7.88
10423.jpg,8.33,6.7,7.2,7.18,7.45,8.85
10424.jpg,2.85,5.4,5.73,5.3,4.05,2.12
10425.jpg,6.27,6.08,6.72,6.48,4.7,6.68
10426.jpg,7.7,7.67,8.18,8.13,6.43,7.85
10427.jpg,3.88,5.3,6.3,6.1,4.27,4.18
10428.jpg,2.27,4.48,4.88,4.37,1.7,0.8
10429.jpg,7.22,7.12,7.17,6.87,6.52,7.7
10430.jpg,4.05,2.98,3.66,3.63,5.85,8.02
10431.jpg,4.45,3.93,2.78,3.75,4.03,5.4
10432.jpg,3.3,4.78,5.62,5.7,3.07,1.12
10433.jpg,1.73,5.0,3.47,4.57,1.0,0.8
10434.jpg,2.57,1.97,3.27,1.78,4.43,2.1
10435.jpg,1.34,4.93,3.77,3.5,1.42,0.73
10436.jpg,5.88,6.12,5.87,6.2,5.92,6.98
10437.jpg,5.38,6.38,6.33,6.38,4.63,6.95
10438.jpg,4.32,5.87,5.37,5.65,2.75,2.85
10439.jpg,2.98,4.88,5.1,4.6,2.18,1.85
10440.jpg,1.06,2.6,2.87,1.5,1.8,0.55
10441.jpg,6.48,6.7,6.82,6.87,5.0,6.68
10442.jpg,1.63,4.75,5.37,4.6,2.0,0.85
10443.jpg,7.53,7.47,7.5,7.28,7.07,7.82
10444.jpg,7.08,6.52,6.52,6.95,6.15,8.0
10445.jpg,7.85,6.96,7.6,7.2,7.16,7.65
10446.jpg,4.03,4.53,5.4,4.07,2.48,2.78
10447.jpg,2.62,4.57,4.73,5.0,2.15,1.42
10448.jpg,2.1,5.35,5.42,5.08,1.1,1.38
10449.jpg,3.17,4.07,4.67,4.18,2.7,2.65
10450.jpg,6.93,7.4,6.62,6.84,6.18,6.7
10451.jpg,3.53,3.13,3.62,3.42,1.73,3.45
10452.jpg,2.45,5.88,5.13,4.95,1.85,1.02
10453.jpg,5.77,5.12,6.35,4.98,4.3,7.15
10454.jpg,3.35,4.07,3.77,4.38,3.75,4.38
10455.jpg,1.62,4.8,4.8,4.13,2.35,0.85
10456.jpg,0.95,0.97,1.1,0.78,1.25,0.4
10457.jpg,2.42,5.63,4.83,5.15,2.03,3.05
10458.jpg,2.47,5.42,5.3,4.75,2.1,1.2
10459.jpg,5.58,4.43,5.0,4.97,5.65,7.32
10460.jpg,1.98,5.5,5.12,4.92,3.1,0.6
10461.jpg,2.45,5.08,4.67,4.62,1.45,1.05
10462.jpg,4.67,4.95,5.42,5.38,3.8,5.42
10463.jpg,8.08,7.67,7.3,8.43,7.35,8.5
10464.jpg,7.72,7.18,7.95,8.22,7.12,8.4
10465.jpg,2.92,4.65,4.27,4.57,2.87,2.78
10466.jpg,7.13,6.28,7.18,6.53,5.97,7.22
10467.jpg,7.87,7.23,7.88,7.35,6.97,8.62
10468.jpg,1.67,1.74,2.58,1.22,2.27,2.3
10469.jpg,7.05,6.57,7.18,7.25,6.12,7.65
10470.jpg,7.0,6.52,6.82,6.87,6.48,8.35
10471.jpg,7.42,6.03,7.13,6.87,7.13,7.98
10472.jpg,2.57,6.08,5.02,4.95,1.77,1.35
10473.jpg,3.85,4.65,4.63,5.07,2.68,3.3
10474.jpg,6.35,6.83,6.53,7.0,5.62,7.05
10475.jpg,2.33,6.33,5.23,5.88,2.22,1.38
10476.jpg,2.97,2.4,2.6,2.82,1.27,2.35
10477.jpg,4.9,3.75,3.83,3.85,3.42,5.85
10478.jpg,8.33,8.32,7.98,8.1,7.1,8.32
10479.jpg,7.65,6.9,7.37,7.38,6.42,7.22
10480.jpg,5.6,4.52,4.74,4.66,5.88,7.28
10481.jpg,1.09,4.81,4.07,4.23,3.23,0.87
10482.jpg,8.83,8.5,8.47,8.43,8.1,8.5
10483.jpg,2.78,5.75,5.73,5.27,2.8,1.8
10484.jpg,4.1,4.27,6.0,5.25,3.35,3.35
10485.jpg,5.35,5.4,5.73,5.38,5.12,5.08
10486.jpg,2.97,1.87,3.07,2.77,5.28,4.8
10487.jpg,6.63,5.37,6.4,6.33,7.02,6.92
10488.jpg,2.85,5.85,5.98,4.92,3.35,1.7
10489.jpg,2.92,6.02,6.3,5.2,3.45,1.37
10490.jpg,3.67,3.82,5.67,4.83,3.38,2.3
10491.jpg,0.98,4.95,5.28,4.25,3.58,0.38
10492.jpg,8.94,9.07,9.02,9.0,8.92,9.22
10493.jpg,6.7,6.43,7.68,7.18,5.95,7.22
10494.jpg,5.07,6.8,6.37,6.37,5.22,4.63
10495.jpg,4.83,6.52,6.92,6.25,5.3,4.15
10496.jpg,2.73,5.87,6.33,5.07,4.6,1.53
10497.jpg,3.37,2.97,5.08,4.0,4.43,4.6
10498.jpg,3.17,5.72,6.45,4.93,4.4,2.05
10499.jpg,4.95,6.22,6.12,5.57,4.87,3.43
10500.jpg,4.77,5.68,4.8,5.42,5.53,4.3
10501.jpg,5.75,5.58,5.85,6.17,5.95,5.9
10502.jpg,2.48,3.35,3.73,4.27,3.45,1.68
10503.jpg,3.58,2.65,3.95,3.98,4.27,4.63
10504.jpg,4.15,5.58,6.08,5.88,4.67,3.48
10505.jpg,8.93,8.85,8.8,8.82,8.77,9.1
10506.jpg,7.2,6.87,7.0,6.57,7.12,7.87
10507.jpg,8.48,8.22,8.67,7.83,8.43,8.58
10508.jpg,8.6,8.35,8.75,8.4,8.52,8.92
10509.jpg,3.95,2.52,4.95,4.73,5.37,5.17
10510.jpg,2.33,5.48,5.57,4.48,3.73,1.45
10511.jpg,2.83,6.07,5.97,4.92,4.1,2.03
10512.jpg,5.33,4.28,4.87,5.15,6.25,5.9
10513.jpg,8.72,8.43,8.4,8.32,7.98,8.68
10514.jpg,2.68,5.7,5.75,5.28,4.45,1.9
10515.jpg,5.25,5.28,5.6,5.8,5.37,6.55
10516.jpg,4.17,5.35,6.12,4.97,4.38,3.93
10517.jpg,7.38,7.63,7.22,7.18,7.55,8.03
10518.jpg,8.1,8.12,7.57,7.6,7.93,8.43
10519.jpg,7.18,6.47,6.4,6.8,7.55,8.07
10520.jpg,5.83,6.37,6.12,6.52,6.33,6.33
10521.jpg,6.75,5.57,7.0,6.67,7.55,7.85
10522.jpg,3.7,6.85,6.55,6.0,4.98,2.42
10523.jpg,7.87,7.03,7.6,7.4,7.88,7.98
10524.jpg,8.55,8.02,8.48,8.03,8.48,8.7
10525.jpg,8.02,7.02,8.02,7.42,8.02,8.67
10526.jpg,6.28,8.18,7.77,7.12,6.22,6.68
10527.jpg,7.82,7.33,7.85,7.17,7.55,7.35
10528.jpg,3.48,6.42,6.17,5.53,4.48,1.92
10529.jpg,3.03,4.57,5.87,5.53,3.95,1.8
10530.jpg,2.18,1.77,4.35,3.98,3.83,1.77
10531.jpg,3.82,5.2,5.95,5.77,4.43,2.37
10532.jpg,2.88,3.33,5.93,4.68,4.27,1.85
10533.jpg,7.7,7.87,7.62,7.53,7.68,8.12
10534.jpg,7.42,6.78,7.32,7.27,8.34,7.82
10535.jpg,3.23,5.67,6.65,5.47,4.73,3.03
10536.jpg,5.2,6.67,6.78,6.22,5.2,3.83
10537.jpg,6.32,6.07,6.37,6.2,5.62,7.05
10538.jpg,2.97,5.65,5.13,5.03,4.55,1.87
10539.jpg,8.97,8.45,8.55,8.48,8.72,8.85
10540.jpg,3.45,5.12,5.35,5.33,2.83,2.82
10541.jpg,8.38,8.1,8.28,8.37,8.38,8.43
10542.jpg,6.85,6.77,6.8,7.05,6.55,6.93
10543.jpg,5.93,6.97,6.67,7.17,5.83,4.42
10544.jpg,3.47,5.73,6.03,5.47,4.25,3.1
10545.jpg,2.9,6.02,6.22,5.5,4.23,2.03
10546.jpg,3.1,4.25,6.1,4.95,3.98,1.97
10547.jpg,2.67,2.4,4.05,4.35,3.47,2.52
10548.jpg,7.25,6.83,7.52,7.0,7.43,7.6
10549.jpg,8.23,7.57,7.98,7.43,8.18,8.38
10550.jpg,3.53,3.48,4.45,4.38,2.32,2.7
10551.jpg,8.88,8.68,8.63,8.78,8.6,8.95
10552.jpg,4.18,3.65,5.43,5.03,4.2,4.52
10553.jpg,2.42,4.97,4.5,4.23,2.52,2.08
10554.jpg,3.98,5.72,6.27,5.42,3.3,3.75
10555.jpg,3.82,5.27,6.25,4.87,4.27,3.58
10556.jpg,2.48,3.12,4.37,3.32,2.6,2.32
10557.jpg,3.13,4.35,4.88,4.62,3.43,2.63
10558.jpg,7.32,6.93,7.65,7.13,6.7,7.57
10559.jpg,2.43,4.23,5.2,4.07,3.08,1.65
10560.jpg,3.02,5.92,6.05,5.58,3.2,1.27
10561.jpg,2.79,4.34,5.49,4.65,1.89,1.59
10562.jpg,4.11,5.9,5.7,5.4,7.0,3.55
10563.jpg,2.73,4.13,5.26,3.94,2.15,1.48
10564.jpg,5.41,3.75,4.17,4.3,6.89,6.37
10565.jpg,1.39,4.36,3.83,3.76,3.44,0.88
10566.jpg,1.2,3.7,3.89,2.87,3.17,0.46
10567.jpg,2.27,4.16,4.53,3.69,3.07,0.88
10568.jpg,5.16,4.71,4.5,4.56,4.24,6.4
10569.jpg,3.96,5.74,5.31,4.66,3.73,3.35
10570.jpg,3.81,5.5,5.81,4.51,1.8,2.78
10571.jpg,2.83,5.26,5.46,4.89,2.71,0.82
10572.jpg,7.6,6.29,6.37,6.46,6.74,7.4
10573.jpg,1.73,4.11,4.07,3.4,2.84,0.95
10574.jpg,7.24,6.3,6.97,6.73,7.1,7.5
10575.jpg,2.41,4.76,4.79,4.31,4.06,1.33
10576.jpg,1.16,1.1,2.93,1.2,3.49,1.02
10577.jpg,6.31,6.09,6.73,6.13,6.34,7.38
10578.jpg,1.37,5.0,3.97,4.26,4.44,0.84
10579.jpg,5.26,5.09,5.9,5.24,6.56,5.98
10580.jpg,5.47,6.44,6.41,6.33,4.56,5.28
10581.jpg,2.93,4.63,5.06,5.1,3.57,2.03
10582.jpg,2.07,4.4,4.31,4.04,4.36,1.3
10583.jpg,1.59,1.25,1.38,1.1,2.2,2.2
10584.jpg,7.4,6.84,6.74,6.97,7.59,7.25
10585.jpg,1.44,3.74,2.5,3.56,3.56,0.5
10586.jpg,2.93,3.54,4.6,3.6,5.04,3.1
10587.jpg,5.93,4.21,5.43,4.8,6.47,7.35
10588.jpg,3.74,1.74,3.53,2.21,3.78,6.0
10589.jpg,4.1,4.16,4.2,4.27,6.3,5.15
10590.jpg,3.64,3.14,2.99,2.4,5.49,4.47
10591.jpg,1.67,3.6,3.33,3.51,2.54,1.02
10592.jpg,1.42,4.4,4.56,4.26,3.13,0.78
10593.jpg,1.94,4.17,4.1,3.89,1.74,1.42
10594.jpg,2.67,4.13,4.13,4.2,2.44,2.95
10595.jpg,3.33,5.39,5.14,5.54,3.03,2.32
10596.jpg,2.61,4.13,4.83,4.47,2.15,1.45
10597.jpg,1.37,1.87,1.78,1.6,4.0,2.52
10598.jpg,2.01,3.46,3.8,3.11,2.23,1.53
10599.jpg,1.64,4.67,3.5,4.44,1.53,0.77
10600.jpg,2.41,1.67,1.93,1.56,4.31,1.9
10601.jpg,2.64,3.7,3.07,2.43,3.43,2.42
10602.jpg,7.9,6.86,7.31,7.56,8.23,8.13
10603.jpg,3.31,5.57,5.31,5.94,4.84,1.87
10604.jpg,6.19,5.69,5.83,5.71,6.41,6.42
10605.jpg,2.51,4.49,4.41,4.3,3.6,1.87
10606.jpg,6.44,6.74,7.23,7.03,7.13,6.82
10607.jpg,4.9,6.24,5.81,6.34,4.99,4.18
10608.jpg,1.9,4.84,5.41,5.21,3.7,1.07
10609.jpg,7.16,6.86,6.67,6.26,7.04,7.12
10610.jpg,2.73,5.0,3.62,5.14,3.1,1.42
10611.jpg,6.86,6.26,7.01,6.83,7.0,7.52
10612.jpg,1.94,6.13,5.87,7.12,5.04,0.95
10613.jpg,1.84,4.01,3.54,3.97,2.53,1.18
10614.jpg,2.36,3.22,3.67,3.53,1.29,2.85
10615.jpg,3.31,4.06,3.7,3.51,3.36,3.27
10616.jpg,4.17,3.97,5.06,3.73,4.56,5.1
10617.jpg,6.71,6.41,7.24,6.74,6.64,6.5
10618.jpg,4.1,3.33,3.19,3.2,4.5,4.88
10619.jpg,3.99,5.86,6.8,5.5,5.57,3.12
10620.jpg,1.6,1.89,1.82,1.17,3.04,2.08
10621.jpg,3.04,5.31,5.37,5.21,3.64,2.33
10622.jpg,1.15,3.93,2.47,2.91,2.07,1.08
10623.jpg,5.13,4.0,4.79,3.81,5.5,5.87
10624.jpg,1.2,2.8,1.87,1.65,1.23,1.1
10625.jpg,1.07,3.74,3.8,3.99,2.4,1.13
10626.jpg,4.26,5.21,5.36,5.47,4.27,3.18
10627.jpg,2.13,4.27,4.09,4.11,2.99,1.85
10628.jpg,4.9,3.57,4.09,3.96,5.61,5.05
10629.jpg,1.72,4.54,4.59,4.61,3.63,1.48
10630.jpg,3.07,4.83,4.59,4.9,3.23,2.53
10631.jpg,5.04,5.03,3.99,4.57,4.7,5.0
10632.jpg,1.45,3.54,1.58,3.27,2.15,0.83
10633.jpg,2.39,4.93,4.23,4.83,3.21,2.08
10634.jpg,1.09,1.03,1.42,1.14,2.29,0.73
10635.jpg,7.64,7.26,7.01,7.06,7.5,8.16
10636.jpg,6.76,6.86,6.86,6.61,6.9,6.5
10637.jpg,1.28,4.44,4.03,3.93,3.03,0.56
10638.jpg,1.64,3.46,3.69,3.24,2.89,1.1
10639.jpg,8.91,8.6,8.8,8.95,9.26,8.57
10640.jpg,2.8,5.13,4.83,5.13,2.73,2.05
10641.jpg,2.14,4.1,4.9,3.95,2.28,1.43
10642.jpg,7.36,5.27,6.03,6.31,6.5,7.57
10643.jpg,7.03,6.09,6.46,6.39,6.34,7.1
10644.jpg,5.6,4.34,4.93,4.7,4.73,5.98
10645.jpg,1.49,1.26,3.19,1.83,2.58,0.75
10646.jpg,6.2,5.23,6.97,5.36,6.19,6.22
10647.jpg,8.41,8.07,8.24,8.16,8.47,7.87
10648.jpg,6.46,4.59,6.1,4.86,6.63,7.13
10649.jpg,8.44,7.57,7.5,7.71,8.23,8.28
10650.jpg,3.97,1.62,2.34,2.2,5.64,5.15
10651.jpg,8.26,7.73,7.63,7.69,8.46,8.25
10652.jpg,3.6,2.04,3.32,2.88,4.26,3.72
10653.jpg,6.01,4.56,5.23,5.33,7.11,6.83
10654.jpg,3.71,6.85,5.5,6.63,4.36,1.28
10655.jpg,6.07,5.34,6.23,5.2,6.18,6.55
10656.jpg,5.71,3.9,4.66,4.21,6.53,6.87
10657.jpg,2.63,3.38,3.66,3.61,3.87,2.13
10658.jpg,1.34,0.62,1.3,1.65,4.13,3.48
10659.jpg,6.2,7.24,6.91,6.89,5.86,5.82
10660.jpg,1.91,1.55,1.44,1.53,2.97,1.95
10661.jpg,7.64,6.54,6.07,6.79,8.33,7.62
10662.jpg,4.63,3.26,4.63,4.66,5.59,5.65
10663.jpg,8.17,7.81,7.97,7.94,8.46,8.48
10664.jpg,3.1,5.17,3.81,4.41,3.39,1.32
10665.jpg,3.71,1.99,3.69,2.76,3.8,4.0
10666.jpg,3.23,5.06,4.79,5.24,4.29,1.68
10667.jpg,3.31,5.64,5.53,5.64,3.7,1.0
10668.jpg,2.89,3.73,5.0,4.13,3.23,1.62
10669.jpg,2.86,5.54,5.11,5.17,3.76,0.98
10670.jpg,7.63,6.71,7.95,7.46,7.79,8.23
10671.jpg,4.39,3.23,4.51,3.7,5.24,5.32
10672.jpg,8.57,8.2,8.13,8.33,8.63,8.62
10673.jpg,2.6,2.34,1.8,2.47,4.27,2.23
10674.jpg,7.67,7.33,7.4,7.88,7.7,7.84
10675.jpg,7.16,6.37,6.4,6.69,7.57,7.85
10676.jpg,3.0,5.83,6.09,5.66,4.86,1.37
10677.jpg,6.66,4.9,6.14,5.39,7.13,7.75
10678.jpg,7.5,6.84,6.93,7.01,7.69,7.8
10679.jpg,2.69,5.29,5.16,4.79,3.69,0.66
10680.jpg,2.81,4.64,4.66,3.53,3.06,1.5
10681.jpg,3.47,4.34,5.51,4.77,3.27,1.78
10682.jpg,4.29,4.57,2.55,4.33,3.73,5.17
10683.jpg,6.96,4.97,6.54,6.77,7.33,8.1
10684.jpg,7.33,6.44,6.51,5.97,7.53,7.82
10685.jpg,2.41,3.64,4.76,4.46,2.97,0.95
10686.jpg,2.46,2.69,4.77,4.13,1.86,0.87
10687.jpg,8.04,8.42,8.03,7.4,8.07,8.47
10688.jpg,7.94,7.07,6.67,7.33,6.93,7.4
10689.jpg,8.57,8.1,7.89,8.36,8.87,8.5
10690.jpg,6.43,4.8,5.87,5.9,7.44,7.64
10691.jpg,2.91,5.2,5.01,5.07,3.46,1.68
10692.jpg,2.29,4.93,4.54,4.24,2.71,1.05
10693.jpg,7.57,7.13,7.27,6.76,7.44,8.2
10694.jpg,4.24,3.21,4.61,3.9,5.31,4.92
10695.jpg,4.77,3.51,3.8,3.56,5.41,5.38
10696.jpg,4.76,5.89,4.79,6.01,5.0,3.85
10697.jpg,2.37,4.56,4.83,5.09,1.97,0.7
10698.jpg,4.86,2.31,3.64,2.7,5.6,6.4
10699.jpg,5.79,5.03,5.71,5.24,5.46,5.02
10700.jpg,3.5,4.64,4.86,4.63,3.61,1.28
10701.jpg,2.66,4.99,5.34,4.74,3.93,0.78
10702.jpg,6.5,5.87,5.41,5.79,7.04,6.72
10703.jpg,6.87,6.01,6.43,6.13,7.66,7.48
10704.jpg,7.93,6.67,7.67,7.46,8.2,8.57
10705.jpg,3.56,5.34,4.99,5.63,4.29,1.9
10706.jpg,4.01,5.81,5.74,5.23,4.94,2.77
10707.jpg,3.19,5.49,5.43,4.67,3.84,1.37
10708.jpg,7.89,7.21,7.37,7.54,8.1,8.23
10709.jpg,2.9,5.96,5.97,5.94,3.8,1.0
10710.jpg,6.76,7.23,7.4,7.41,6.93,6.73
10711.jpg,5.22,3.61,4.01,4.2,6.21,6.15
10712.jpg,3.47,5.43,5.53,5.06,4.54,1.47
10713.jpg,8.21,8.0,7.67,8.42,8.21,8.52
10714.jpg,8.14,7.74,7.45,7.69,8.29,7.97
10715.jpg,3.51,5.7,5.21,5.23,3.49,2.23
10716.jpg,6.91,6.43,8.07,6.63,7.21,6.08
10717.jpg,3.09,4.94,4.5,4.7,3.93,1.62
10718.jpg,6.52,4.72,5.5,5.44,6.4,6.24
10719.jpg,3.72,3.22,5.04,4.54,2.16,2.56
10720.jpg,3.54,3.5,4.92,4.74,3.22,2.08
10721.jpg,3.1,5.16,6.19,5.29,3.81,1.59
10722.jpg,3.49,3.69,4.7,3.53,3.36,2.84
10723.jpg,4.1,5.23,5.67,4.93,4.39,3.4
10724.jpg,9.05,8.67,8.81,8.76,8.83,8.74
10725.jpg,2.91,6.4,5.8,5.54,4.29,1.94
10726.jpg,4.79,4.29,5.27,4.61,6.49,4.83
10727.jpg,4.31,2.51,4.63,3.07,5.59,4.73
10728.jpg,0.82,1.53,1.78,2.37,2.6,0.62
10729.jpg,8.47,8.16,8.6,8.56,8.91,8.51
10730.jpg,2.19,4.39,3.96,4.47,2.77,1.21
10731.jpg,3.54,3.51,4.13,3.73,3.84,4.14
10732.jpg,1.87,5.07,4.27,4.47,3.57,1.14
10733.jpg,3.86,4.51,5.64,4.5,5.37,2.2
10734.jpg,3.27,2.77,4.0,3.07,3.76,2.86
10735.jpg,2.0,4.01,3.91,3.59,3.07,1.1
10736.jpg,3.41,6.83,6.81,6.53,6.21,1.53
10737.jpg,4.46,4.97,6.0,5.73,6.03,4.59
10738.jpg,6.41,5.33,7.04,5.49,5.29,7.07
10739.jpg,3.26,5.94,5.96,4.63,3.53,1.9
10740.jpg,4.87,3.64,5.41,3.83,6.4,4.76
10741.jpg,5.68,4.86,5.71,5.31,5.2,5.79
10742.jpg,6.9,7.2,7.37,7.29,6.23,7.26
10743.jpg,3.66,6.5,6.14,5.53,3.27,1.93
10744.jpg,4.44,3.4,4.71,3.87,5.09,4.36
10745.jpg,6.01,6.69,6.83,6.41,5.59,5.97
10746.jpg,5.64,4.31,6.26,5.0,6.01,6.43
10747.jpg,4.5,4.37,5.8,4.73,4.63,3.29
10748.jpg,5.3,4.53,6.43,5.07,5.67,4.84
